manufacturer_id,name,country,founded_year,number_of_employees,annual_revenue
557,Kappa Motors 557,Japan,1919,16598,137.57
558,Theta Motors 558,UK,1964,41870,90.34
559,Alpha Motors 559,Germany,1906,23287,87.62
560,Beta Motors 560,France,1926,34574,48.24
561,Iota Motors 561,UK,1965,28602,89.53
562,Gamma Motors 562,India,1906,44999,85.04
563,Iota Motors 563,Brazil,1957,40166,54.84
564,Alpha Motors 564,Italy,1970,5502,93.83
565,Gamma Motors 565,Germany,1900,48996,100.82
566,Zeta Motors 566,Japan,1998,23888,52.69
567,Zeta Motors 567,China,1930,6018,92.82
568,Theta Motors 568,India,1926,3416,140.71
569,Kappa Motors 569,India,1919,9613,57.58
570,Alpha Motors 570,Germany,1919,44600,58.07
571,Iota Motors 571,Brazil,2000,9262,74.76
572,Epsilon Motors 572,UK,1906,27540,111.49
573,Kappa Motors 573,India,2021,40087,24.02
574,Kappa Motors 574,South Korea,1990,39210,146.47
575,Epsilon Motors 575,Italy,1940,43654,145.6
576,Iota Motors 576,UK,1900,18522,31.67
577,Eta Motors 577,South Korea,1930,11976,17.05
578,Beta Motors 578,USA,2015,15753,115.44
579,Zeta Motors 579,Japan,2020,16561,18.25
580,Gamma Motors 580,Germany,1919,12863,35.04
581,Kappa Motors 581,Germany,1975,46295,100.5
582,Beta Motors 582,South Korea,1957,17566,24.55
583,Zeta Motors 583,China,1961,34226,97.97
584,Beta Motors 584,Brazil,1974,26678,88.91
585,Kappa Motors 585,South Korea,1960,46380,112.77
586,Gamma Motors 586,India,1980,23085,36.89
587,Iota Motors 587,Japan,1905,27660,127.74
588,Kappa Motors 588,China,1955,43192,95.9
589,Eta Motors 589,UK,1954,6404,58.55
590,Iota Motors 590,Italy,1903,25469,146.39
591,Delta Motors 591,Brazil,2019,13697,135.28
592,Eta Motors 592,Germany,2006,43853,79.83
593,Gamma Motors 593,USA,2020,4354,51.01
594,Zeta Motors 594,South Korea,1937,32289,125.8
595,Theta Motors 595,UK,1937,16448,40.87
596,Zeta Motors 596,Japan,1968,26264,117.88
597,Kappa Motors 597,Japan,1947,38189,1.94
598,Theta Motors 598,France,1945,27439,82.22
599,Eta Motors 599,South Korea,2015,24439,35.68
600,Zeta Motors 600,USA,1960,32368,19.37
601,Gamma Motors 601,UK,1927,49787,49.71
602,Gamma Motors 602,Germany,1909,28596,144.76
603,Delta Motors 603,South Korea,1986,46060,12.0
604,Gamma Motors 604,USA,1994,5270,32.16
605,Theta Motors 605,USA,1919,26370,2.26
606,Eta Motors 606,Italy,1961,8726,72.23
607,Zeta Motors 607,Germany,1984,39051,8.0
608,Alpha Motors 608,South Korea,1937,31688,89.73
609,Eta Motors 609,Brazil,1934,8335,11.84
610,Iota Motors 610,Italy,1914,1486,149.29
611,Eta Motors 611,France,1933,36416,46.31
612,Iota Motors 612,Italy,2007,8934,99.85
613,Eta Motors 613,France,1907,31634,17.28
614,Delta Motors 614,South Korea,1998,44837,11.21
615,Alpha Motors 615,Brazil,1972,26898,13.86
616,Gamma Motors 616,Germany,2022,17686,65.78
617,Alpha Motors 617,China,1978,21842,89.87
618,Kappa Motors 618,USA,1962,10592,142.66
619,Zeta Motors 619,UK,1985,20042,87.45
620,Delta Motors 620,Italy,1900,15310,80.51
621,Alpha Motors 621,Japan,1981,12936,13.87
622,Alpha Motors 622,China,1971,21256,104.51
623,Iota Motors 623,Germany,2000,24340,99.6
624,Kappa Motors 624,South Korea,1992,30319,129.41
625,Epsilon Motors 625,China,1960,42394,30.35
626,Theta Motors 626,Brazil,1918,48066,147.48
627,Epsilon Motors 627,India,1985,8866,33.7
628,Alpha Motors 628,South Korea,1943,36526,72.38
629,Gamma Motors 629,India,1947,13444,77.32
630,Gamma Motors 630,Brazil,1939,20071,16.39
631,Beta Motors 631,Germany,1965,22565,44.97
632,Gamma Motors 632,Italy,1919,12396,44.12
633,Theta Motors 633,India,1927,7046,135.25
634,Zeta Motors 634,Japan,1968,5691,7.72
635,Epsilon Motors 635,Italy,1974,26429,133.16
636,Beta Motors 636,UK,1953,47263,141.14
637,Gamma Motors 637,UK,2015,41847,106.5
638,Epsilon Motors 638,India,1948,5742,138.33
639,Kappa Motors 639,UK,1973,17563,62.43
640,Eta Motors 640,USA,1930,13008,40.27
641,Kappa Motors 641,Italy,1970,49860,144.21
642,Kappa Motors 642,India,1974,43972,97.21
643,Eta Motors 643,Germany,1963,33914,13.94
644,Zeta Motors 644,UK,1967,37223,94.76
645,Zeta Motors 645,Japan,1983,43674,138.07
646,Theta Motors 646,South Korea,1969,6113,129.09
647,Kappa Motors 647,Germany,2016,38794,83.09
648,Beta Motors 648,Brazil,1904,7313,82.12
649,Gamma Motors 649,China,1987,280,80.35
650,Gamma Motors 650,South Korea,2008,28307,48.69
651,Eta Motors 651,Brazil,2006,2443,80.59
652,Zeta Motors 652,France,1913,29723,20.53
653,Iota Motors 653,Brazil,1980,18646,122.07
654,Theta Motors 654,Brazil,1934,10299,101.36
655,Kappa Motors 655,Germany,1930,21455,56.15
656,Kappa Motors 656,France,2014,33587,2.6
657,Beta Motors 657,Japan,1994,31053,118.51
658,Eta Motors 658,Brazil,1924,20111,69.31
659,Epsilon Motors 659,Japan,1988,40812,72.93
660,Gamma Motors 660,South Korea,1944,31946,52.23
661,Gamma Motors 661,Italy,1981,5726,106.19
662,Iota Motors 662,Japan,1910,2824,33.18
663,Gamma Motors 663,Italy,1940,26046,108.4
664,Kappa Motors 664,Italy,1967,25485,53.51
665,Gamma Motors 665,Germany,1990,9712,97.91
666,Theta Motors 666,Germany,1904,4698,69.79
667,Zeta Motors 667,Germany,1965,31433,19.99
668,Iota Motors 668,South Korea,1903,15383,36.66
669,Zeta Motors 669,Japan,1951,849,60.18
670,Gamma Motors 670,South Korea,1941,35699,34.82
671,Iota Motors 671,China,1932,5361,40.16
672,Alpha Motors 672,UK,1953,43329,35.93
673,Gamma Motors 673,Japan,1910,23223,66.45
674,Eta Motors 674,Brazil,2022,44165,32.56
675,Gamma Motors 675,India,1984,33416,3.37
676,Beta Motors 676,UK,1904,20827,58.45
677,Theta Motors 677,USA,1929,16390,112.55
678,Beta Motors 678,Italy,1933,35889,115.39
679,Delta Motors 679,South Korea,1927,23575,15.17
680,Eta Motors 680,UK,1977,35740,119.36
681,Epsilon Motors 681,Germany,1975,12913,16.04
682,Zeta Motors 682,USA,1958,41857,50.12
683,Zeta Motors 683,Germany,1933,14559,42.81
684,Theta Motors 684,Japan,1925,28166,124.22
685,Theta Motors 685,France,1973,46720,114.61
686,Beta Motors 686,India,2000,1173,122.87
687,Beta Motors 687,Italy,1971,16449,55.27
688,Kappa Motors 688,UK,1956,11332,136.55
689,Theta Motors 689,China,1986,47944,37.3
690,Epsilon Motors 690,China,1917,4484,135.0
691,Gamma Motors 691,China,1991,6952,149.6
692,Theta Motors 692,UK,1935,41734,20.41
693,Beta Motors 693,Brazil,1902,15087,9.24
694,Epsilon Motors 694,South Korea,1939,20254,46.44
695,Kappa Motors 695,China,2006,14471,72.88
696,Delta Motors 696,China,2010,22325,99.19
697,Kappa Motors 697,India,1960,105,80.04
698,Gamma Motors 698,Germany,2008,2809,89.44
699,Kappa Motors 699,South Korea,1944,29528,73.77
700,Zeta Motors 700,Japan,1947,29030,79.79
701,Iota Motors 701,South Korea,1969,42024,35.16
702,Iota Motors 702,Japan,1901,35672,47.02
703,Beta Motors 703,Japan,1982,3627,68.78
704,Eta Motors 704,Japan,1978,10670,19.3
705,Beta Motors 705,China,2020,6376,73.67
706,Theta Motors 706,China,1951,20565,100.39
707,Delta Motors 707,China,1939,49815,43.11
708,Epsilon Motors 708,India,2018,12945,25.88
709,Zeta Motors 709,Germany,1987,25030,85.04
710,Epsilon Motors 710,India,1933,23064,46.11
711,Alpha Motors 711,France,1989,14557,55.75
712,Delta Motors 712,USA,1906,34126,16.1
713,Alpha Motors 713,Japan,2000,42635,30.26
714,Eta Motors 714,Brazil,1907,33246,35.27
715,Iota Motors 715,Germany,1907,17955,46.82
716,Gamma Motors 716,Japan,1992,46366,113.26
717,Delta Motors 717,France,1982,9626,37.62
718,Gamma Motors 718,Brazil,1996,23689,2.29
719,Eta Motors 719,Italy,1907,31191,13.39
720,Kappa Motors 720,USA,1941,9282,96.79
721,Zeta Motors 721,India,1937,49629,86.56
722,Theta Motors 722,UK,1990,7710,13.56
723,Theta Motors 723,USA,2017,27166,128.46
724,Iota Motors 724,China,1994,17393,102.68
725,Iota Motors 725,USA,1963,34605,40.87
726,Theta Motors 726,Italy,1950,20237,75.59
727,Iota Motors 727,India,1983,39976,86.93
728,Iota Motors 728,USA,1949,28811,32.8
729,Gamma Motors 729,China,1982,47154,10.21
730,Delta Motors 730,India,1945,27126,88.48
731,Delta Motors 731,USA,1980,41910,91.15
732,Alpha Motors 732,Italy,1951,15145,55.44
733,Epsilon Motors 733,China,1981,23403,65.43
734,Epsilon Motors 734,China,1903,32459,109.38
735,Iota Motors 735,France,1978,2537,19.06
736,Beta Motors 736,Italy,1973,39344,4.89
737,Theta Motors 737,India,2015,47755,113.05
738,Iota Motors 738,UK,1970,27219,22.39
739,Beta Motors 739,Brazil,1998,34372,35.59
740,Kappa Motors 740,UK,1915,25958,92.58
741,Epsilon Motors 741,UK,1948,4136,2.95
742,Zeta Motors 742,USA,1946,32494,62.73
743,Zeta Motors 743,South Korea,1912,38451,38.41
744,Alpha Motors 744,UK,2007,131,37.93
745,Delta Motors 745,South Korea,1926,10392,29.94
746,Beta Motors 746,Italy,1951,40644,119.83
747,Alpha Motors 747,Germany,2015,40706,1.06
748,Beta Motors 748,India,1934,32385,122.49
749,Delta Motors 749,Japan,1993,21483,67.39
750,Beta Motors 750,Japan,1922,40341,90.96
751,Gamma Motors 751,Japan,1990,42813,142.51
752,Zeta Motors 752,South Korea,1942,41359,98.99
753,Beta Motors 753,China,1980,8166,32.03
754,Delta Motors 754,USA,1900,13884,147.6
755,Iota Motors 755,India,1924,1014,98.58
756,Alpha Motors 756,Japan,1928,22885,62.62
757,Iota Motors 757,Italy,2002,46985,46.17
758,Gamma Motors 758,South Korea,1990,25751,12.63
759,Alpha Motors 759,India,1954,16239,45.13
760,Kappa Motors 760,Brazil,2014,9055,114.43
761,Kappa Motors 761,Japan,1970,4651,1.57
762,Zeta Motors 762,South Korea,1968,47112,16.37
763,Delta Motors 763,South Korea,1985,45595,110.5
764,Beta Motors 764,Italy,1944,1651,66.2
765,Delta Motors 765,Germany,1902,4936,97.69
766,Zeta Motors 766,India,2001,36762,123.73
767,Beta Motors 767,Germany,1955,23731,113.2
768,Gamma Motors 768,China,1900,44734,33.57
769,Delta Motors 769,Japan,1940,16887,144.04
770,Delta Motors 770,South Korea,1995,42648,79.53
771,Iota Motors 771,UK,1990,39316,124.63
772,Gamma Motors 772,UK,1921,34657,115.45
773,Eta Motors 773,South Korea,1956,27066,33.17
774,Delta Motors 774,Japan,2018,47543,63.33
775,Gamma Motors 775,China,1950,4512,80.63
776,Delta Motors 776,USA,1963,21594,126.71
777,Zeta Motors 777,UK,1955,21288,64.85
778,Beta Motors 778,Japan,1908,24052,121.82
779,Delta Motors 779,China,1953,30312,20.28
780,Alpha Motors 780,USA,1985,39287,141.4
781,Beta Motors 781,Japan,2018,44503,93.23
782,Epsilon Motors 782,Germany,1999,24697,145.45
783,Eta Motors 783,France,1912,27645,31.35
784,Beta Motors 784,Italy,1903,4617,72.22
785,Iota Motors 785,China,1914,8361,105.04
786,Gamma Motors 786,Japan,1951,31993,107.68
787,Zeta Motors 787,Italy,1966,6355,135.27
788,Iota Motors 788,Germany,1933,21177,54.77
789,Beta Motors 789,USA,1903,25601,55.95
790,Delta Motors 790,India,1934,24263,102.77
791,Theta Motors 791,UK,1975,43951,128.97
792,Delta Motors 792,Italy,1982,42400,61.56
793,Epsilon Motors 793,Brazil,1945,14928,59.35
794,Beta Motors 794,India,1910,41749,100.89
795,Alpha Motors 795,UK,1906,42554,139.37
796,Zeta Motors 796,Brazil,1900,271,99.88
797,Alpha Motors 797,Italy,1972,30009,13.11
798,Kappa Motors 798,USA,1936,23739,7.0
799,Gamma Motors 799,France,2005,47349,148.73
800,Delta Motors 800,India,2022,9654,101.76
801,Eta Motors 801,Italy,2018,36766,53.31
802,Gamma Motors 802,UK,1945,34041,12.14
803,Theta Motors 803,USA,1969,42318,99.0
804,Zeta Motors 804,South Korea,1922,5351,120.99
805,Kappa Motors 805,UK,1939,18530,123.22
806,Zeta Motors 806,UK,2005,48986,2.24
807,Alpha Motors 807,South Korea,1903,37733,99.51
808,Delta Motors 808,France,1970,20108,106.39
809,Beta Motors 809,Japan,2022,42056,92.79
810,Zeta Motors 810,Brazil,1926,33106,82.28
811,Zeta Motors 811,UK,2011,23332,86.27
812,Beta Motors 812,France,1986,49740,103.03
813,Theta Motors 813,Italy,1980,13311,28.47
814,Eta Motors 814,UK,1990,38219,29.43
815,Beta Motors 815,South Korea,2020,11311,36.41
816,Beta Motors 816,Germany,1908,23911,15.69
817,Iota Motors 817,India,1938,973,55.45
818,Gamma Motors 818,India,1975,43251,93.56
819,Kappa Motors 819,Japan,1905,41459,42.95
820,Zeta Motors 820,USA,1914,3305,40.06
821,Eta Motors 821,USA,1992,3722,109.3
822,Kappa Motors 822,China,1911,27013,73.4
823,Iota Motors 823,Italy,2016,3340,119.32
824,Iota Motors 824,India,2007,34686,65.38
825,Delta Motors 825,Japan,1901,20255,55.54
826,Epsilon Motors 826,UK,1992,39119,148.28
827,Kappa Motors 827,Italy,1919,48408,94.04
828,Epsilon Motors 828,USA,1948,12067,46.51
829,Delta Motors 829,Japan,1979,3679,68.45
830,Epsilon Motors 830,USA,2019,11575,52.25
831,Theta Motors 831,UK,1923,198,32.27
832,Delta Motors 832,UK,1969,6637,24.74
833,Theta Motors 833,Italy,1960,28226,145.0
834,Zeta Motors 834,Brazil,1946,15338,110.66
835,Eta Motors 835,UK,1922,42686,59.77
836,Eta Motors 836,France,1919,19523,133.03
837,Delta Motors 837,China,1999,8015,13.37
838,Alpha Motors 838,Brazil,1909,29160,62.92
839,Beta Motors 839,Italy,1934,27726,116.13
840,Eta Motors 840,USA,1993,21005,87.87
841,Iota Motors 841,Japan,1956,40700,27.08
842,Beta Motors 842,France,1989,48143,32.34
843,Iota Motors 843,Brazil,1916,44525,126.77
844,Eta Motors 844,Germany,1925,16904,143.21
845,Beta Motors 845,Japan,1925,15781,44.73
846,Alpha Motors 846,India,1976,32496,70.53
847,Zeta Motors 847,South Korea,1977,42067,148.85
848,Beta Motors 848,Germany,1933,9180,16.32
849,Gamma Motors 849,UK,1949,22847,40.45
850,Theta Motors 850,South Korea,2020,38523,18.99
851,Iota Motors 851,Germany,2020,30283,111.89
852,Epsilon Motors 852,South Korea,2016,42896,12.29
853,Kappa Motors 853,Germany,1948,73,4.09
854,Iota Motors 854,France,2004,27956,109.02
855,Iota Motors 855,Japan,1948,2671,2.44
856,Kappa Motors 856,South Korea,2006,16355,140.03
857,Gamma Motors 857,China,1924,27810,95.48
858,Zeta Motors 858,Japan,1914,23784,108.22
859,Alpha Motors 859,Germany,1950,35947,98.43
860,Epsilon Motors 860,China,1967,14317,58.16
861,Kappa Motors 861,France,1945,170,13.58
862,Gamma Motors 862,Germany,1923,4666,1.05
863,Gamma Motors 863,South Korea,2021,38148,98.93
864,Iota Motors 864,France,1982,24139,33.98
865,Beta Motors 865,France,1915,46177,133.39
866,Zeta Motors 866,South Korea,1992,21116,93.66
867,Delta Motors 867,Brazil,1949,20227,22.15
868,Alpha Motors 868,Italy,1964,37648,85.76
869,Gamma Motors 869,Japan,2005,26551,116.37
870,Kappa Motors 870,South Korea,1991,8770,112.1
871,Eta Motors 871,India,2014,1317,51.36
872,Iota Motors 872,USA,1955,22513,68.16
873,Alpha Motors 873,Germany,1955,26259,102.3
874,Epsilon Motors 874,China,1908,194,115.76
875,Theta Motors 875,UK,1990,23435,65.18
876,Gamma Motors 876,Brazil,1948,15123,29.07
877,Theta Motors 877,Germany,1940,32825,15.51
878,Gamma Motors 878,UK,1908,46251,64.52
879,Delta Motors 879,China,2008,8799,38.05
880,Iota Motors 880,Japan,1902,3563,76.48
881,Iota Motors 881,Japan,1946,25850,13.42
882,Zeta Motors 882,India,1982,42814,111.35
883,Kappa Motors 883,Germany,1980,13999,12.96
884,Kappa Motors 884,USA,2013,42789,77.59
885,Kappa Motors 885,France,1992,5924,31.92
886,Alpha Motors 886,USA,1995,15790,66.69
887,Zeta Motors 887,India,1985,11906,9.93
888,Zeta Motors 888,France,2015,42213,77.59
889,Epsilon Motors 889,UK,1957,31356,38.46
890,Iota Motors 890,Japan,1935,49025,8.63
891,Gamma Motors 891,USA,1916,16255,59.37
892,Kappa Motors 892,South Korea,1913,6814,77.79
893,Epsilon Motors 893,China,1942,48475,9.44
894,Zeta Motors 894,South Korea,1971,37044,52.12
895,Epsilon Motors 895,Germany,1944,28784,35.39
896,Gamma Motors 896,Japan,1933,3684,97.33
897,Iota Motors 897,India,1931,9457,106.98
898,Beta Motors 898,Germany,1983,7504,84.92
899,Eta Motors 899,India,1908,34172,104.52
900,Delta Motors 900,India,1995,46319,125.86
901,Epsilon Motors 901,South Korea,1905,6497,80.13
902,Kappa Motors 902,China,1972,20464,83.8
903,Alpha Motors 903,USA,1991,8566,125.48
904,Iota Motors 904,Japan,1907,21439,112.1
905,Epsilon Motors 905,Brazil,1964,41389,94.07
906,Delta Motors 906,Brazil,1923,33516,69.88
907,Delta Motors 907,France,1923,33074,34.12
908,Beta Motors 908,Italy,1981,23321,69.42
909,Beta Motors 909,UK,1995,45572,61.37
910,Iota Motors 910,France,1965,5423,97.3
911,Epsilon Motors 911,Japan,1997,22017,134.02
912,Eta Motors 912,Italy,1942,33263,90.18
913,Gamma Motors 913,South Korea,1964,7334,137.33
914,Delta Motors 914,South Korea,1936,10615,58.42
915,Theta Motors 915,India,1994,16468,0.75
916,Beta Motors 916,Germany,1920,45904,9.45
917,Eta Motors 917,India,1920,43846,34.38
918,Iota Motors 918,Italy,1961,35473,94.27
919,Alpha Motors 919,Brazil,1991,17718,12.13
920,Gamma Motors 920,Japan,1967,38588,91.57
921,Epsilon Motors 921,Brazil,2011,3023,84.16
922,Gamma Motors 922,UK,2011,39905,85.45
923,Theta Motors 923,Italy,1963,43246,49.83
924,Eta Motors 924,China,1904,3812,140.98
925,Zeta Motors 925,France,1988,39555,109.32
926,Beta Motors 926,France,1914,14154,35.42
927,Kappa Motors 927,Japan,1918,1884,138.32
928,Alpha Motors 928,UK,1984,32345,93.45
929,Zeta Motors 929,Germany,1914,34480,88.82
930,Delta Motors 930,China,1964,43119,9.71
931,Delta Motors 931,Italy,1989,45933,105.96
932,Beta Motors 932,China,1953,23599,51.5
933,Gamma Motors 933,Germany,1914,36477,118.03
934,Alpha Motors 934,France,1938,3011,96.3
935,Epsilon Motors 935,South Korea,1993,18353,132.28
936,Zeta Motors 936,India,1994,28971,137.63
937,Epsilon Motors 937,Germany,2002,20781,147.07
938,Gamma Motors 938,Brazil,2008,34394,67.46
939,Iota Motors 939,India,2009,25254,146.34
940,Iota Motors 940,Italy,1979,39171,63.87
941,Kappa Motors 941,USA,1971,4547,118.54
942,Kappa Motors 942,China,2011,17750,136.69
943,Zeta Motors 943,Italy,1986,34287,122.36
944,Zeta Motors 944,China,1926,39064,121.28
945,Gamma Motors 945,Germany,1934,38801,112.29
946,Zeta Motors 946,China,1903,25551,140.96
947,Theta Motors 947,Japan,1967,42361,33.58
948,Eta Motors 948,UK,1946,32101,78.85
949,Kappa Motors 949,Japan,1951,40009,140.47
950,Eta Motors 950,Brazil,1918,49311,34.34
951,Eta Motors 951,Brazil,1955,34942,96.37
952,Theta Motors 952,South Korea,1991,44889,92.44
953,Delta Motors 953,Japan,1985,46178,70.86
954,Zeta Motors 954,Brazil,1941,12387,25.05
955,Zeta Motors 955,Brazil,1984,10403,34.01
956,Kappa Motors 956,Germany,1938,24448,80.61
957,Epsilon Motors 957,India,1989,12107,111.15
958,Gamma Motors 958,UK,2017,3152,86.8
959,Delta Motors 959,India,1967,31859,30.05
960,Beta Motors 960,Germany,1903,40566,26.89
961,Alpha Motors 961,USA,2012,9443,30.95
962,Delta Motors 962,France,1948,33356,41.99
963,Iota Motors 963,UK,1958,32856,87.63
964,Gamma Motors 964,Italy,1945,4566,118.29
965,Kappa Motors 965,China,1964,4872,73.44
966,Zeta Motors 966,UK,1947,4514,24.13
967,Theta Motors 967,India,1972,9128,83.2
968,Gamma Motors 968,Japan,1949,8635,4.72
969,Zeta Motors 969,UK,1996,25187,69.57
970,Alpha Motors 970,Germany,1921,39127,13.82
971,Alpha Motors 971,UK,1932,40223,97.8
972,Eta Motors 972,USA,1997,43566,88.77
973,Epsilon Motors 973,India,1969,45100,51.03
974,Kappa Motors 974,Brazil,1990,17015,148.76
975,Gamma Motors 975,Japan,1992,25014,30.19
976,Zeta Motors 976,China,1921,8017,65.57
977,Delta Motors 977,France,1975,734,31.86
978,Alpha Motors 978,Japan,1953,5168,14.57
979,Beta Motors 979,USA,1973,12448,85.56
980,Epsilon Motors 980,India,2019,20690,131.38
981,Epsilon Motors 981,UK,2020,29769,86.26
982,Zeta Motors 982,China,1935,9354,77.49
983,Gamma Motors 983,South Korea,1907,17547,94.07
984,Epsilon Motors 984,China,1906,40158,134.14
985,Theta Motors 985,Brazil,1910,41438,115.7
986,Theta Motors 986,India,2014,37256,16.3
987,Theta Motors 987,South Korea,1955,38017,122.03
988,Beta Motors 988,India,1942,2370,46.82
989,Beta Motors 989,UK,1969,2736,121.57
990,Alpha Motors 990,UK,2015,25672,45.71
991,Beta Motors 991,India,2013,12027,123.39
992,Epsilon Motors 992,Germany,1902,5582,68.55
993,Beta Motors 993,South Korea,1927,36910,107.46
994,Alpha Motors 994,Italy,1976,44446,75.72
995,Gamma Motors 995,France,1912,35502,52.19
996,Theta Motors 996,India,1988,17784,76.91
997,Gamma Motors 997,Germany,2006,29850,149.87
998,Kappa Motors 998,India,1985,7927,110.66
999,Iota Motors 999,Italy,1991,4193,40.57
1000,Beta Motors 1000,Italy,2010,28255,6.49
1001,Gamma Motors 1001,Germany,2001,38816,23.93
